item_key,title,authors,year,item_type,source,has_pdf,doi,arxiv_id,retrieval_route,pool,dup_group,is_primary,abstract
CRB3MXRC,Ternary moral logic (TML) and the EU AI act: a technical backbone for enforceable accountability,Lev Goukassian,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"robust risk management, data governance, transparency, and human oversight for high-risk systems. / We analyze how this architecture directly operationalizes the mandates of EU AI Act Articles 9 through 15. / AI Governance, EU AI Act, Accountability, Sacred Pause, Ternary Moral Logic, Ethics, Auditable AI, Immutable Logs"
8V6QGZL6,AI governance and the verification gap: a framework for law and policy under computational intractability,Steven Benerofe,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"This analysis argues that this is a persistent structural reality that challenges conventional product-based oversight and underscores the need to supplement / technical verification with robust process-based governance. / Verification Gap, Process-Based Governance, Artificial Intelligence, AI Regulation, AI Safety, AI Risk Management, Computational Intractability, Computational / Explainable AI (XAI), Legal Liability, Tort Law, Regulatory Policy, Information Asymmetry, Systemic Risk, Operational Risk, AI Supply Chain, Corporate Governance"
X6TZFLVJ,Safeguarding intelligence: a comprehensive analysis of AI security and privacy in the era of autonomous systems,Sreekanth B Narayan,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"AI security and privacy, focusing on the intersection between adversarial machine learning (AML), privacy-preserving computation, and trustworthy AI governance / Act, highlighting the tension among transparency, accountability, and model confidentiality. / Poisoning, Federated Learning, Differential Privacy, Homomorphic Encryption, Secure AI Life-cycle Management (SAILM), Trustworthy AI, Ethical AI, GDPR Compliance / , AI Act, Explainable AI (XAI), Cybersecurity, Risk Assessment, Privacy-Aware Computing, AI Governance, Red-Team Simulation, Secure Model Deployment"
YNLTLC5L,"A unified governance architecture for agentic AI: integrating microsoft azure AI foundry, cloud-native guardrails, frontier AI safety research, zero-trust principles, and the 4th.GRC governance engine",Freeman Jackson,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"design patterns, constructs a unified, repeatable, audit-ready governance reference model for agentic AI systems. / The architecture reconciles technical safety mechanisms with regulatory duties such as transparency, documentation, risk management, human oversight, and / Agentic AI, AI Governance, Guardrails, EU AI Act, Zero-Trust, Microsoft Azure, 4th.GRC"
9FHIK5BN,"Governing autonomous AI agents with policy-as-code: a multi-layer architecture for risk, compliance, and zero-trust control",Freeman Jackson,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Autonomous and agentic AI systems introduce governance challenges that exceed the scope of traditional machine-learning risk management. / While regulatory frameworks such as the EU AI Act, NIST AI RMF, and ISO/IEC 42001 articulate high-level principles for trustworthy and compliant AI, they / Autonomous AI, Agentic AI, Policy-as-Code, AI Governance, AI Risk Management, TRiSM (Trust, Risk, and Security Management), Zero-Trust Architecture, Compliance / , Automation, AI Safety, Runtime Enforcement, EU AI Act, NIST AI RMF, ISO/IEC 42001, Conformity Assessment, AI Management System (AIMS), Cloud-Native Security"
XLAP67HC,"Who audits the auditors? Towards automated, third-party AI model audits with publicly specified criteria",Jonas Poku,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"The unprecedented capabilities of large-scale AI models have prompted stringent regulatory frameworks like the EU AI Act, which mandates conformity assessments / assessment than existing baselines, offering a foundational blueprint for evidence-based AI regulation."
LQK5PZ9M,Assurance-throughput in layered AI systems: a technical theory of evidence flow and loss,Siddharth Nandagopal,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Platformized AI systems rely on layered architectures-models, orchestration, and interfaces-but the evidentiary trails needed for oversight often fracture / The theory reinterprets standards and regulatory instruments-such as the EU AI Act, ISO/IEC 42001 and 23894, NIST's AI Risk Management Framework, and national / Assurance Throughput, AI Assurance, Evidence Flow, Provenance, Orchestration and Retrieval-Augmented Generation, Human-Factors Reception, AI Governance"
D335Y3X4,"The agentic AI governance framework: a universal model for risk, accountability, and compliance in autonomous systems",Rajat Pandey,2025,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"mechanism that is required to manage their operational, ethical and regulatory risks.There are existing AI governance models like NIST AI RMF, ISO/IEC / The proposed model bridges the current gap between compliance principles and deployable governance practice, establishing a reusable baseline for safe / AI, Agentic, Autonomous, AgenticAi, Framework, Governance, Compliance, Implementation, Tech, Technology, COE"
ACPKFPNE,Operationalizing trust: a five-step human-in-the-loop (HITL) governance framework for generative AI in banking,Prashant Saurabh Singh,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"While the industry seeks to leverage Large Language Models (LLMs) for efficiency, strict regulatory frameworks (e.g., NYDFS Part 500, EU AI Act) demand / This paper proposes a novel, operational governance framework: The TRUST Model (Triage, Review, Underwrite, Strengthen, Track). / Shadow AI, Banking, Human-in-the-Loop, AI Governance, Risk Management, LLM Guardrails, Generative AI Banking, AI Guardrails, NIST AI RMF, AI Risk Management"
NKY6T5G9,Negligent poisoned environments: how cumulative input negligence undermines enterprise AI,Matthan Bird,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"negligence: duty, breach, causation, and damages to the enterprise context, arguing that organizations may bear liability for failing to implement reasonable governance / This contribution fills a critical gap in AI governance literature by elevating input quality from a technical concern to a legal and strategic imperative / AI Governance, Data Quality, Data Governance, AI Liability, Negligence, Enterprise AI, Technical Debt, Regulatory Compliance, EU AI Act Article 10, Enterprise / Risk Management, RLHF Contamination, RAG Systems, Data Poisoning, Tort Liability, AI Act, NIST AI RMF"
LH5MDR85,Reasoning claim tokens (RCTs): an observational construct for inspectable AI reasoning in external representation governance,Timothy de Rosen,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"As large language models increasingly mediate external representations of enterprises, products, and services, governance risk has shifted from output / Tokens (RCTs), an observational construct within the AIVO Standard designed to make AI reasoning inspectable without asserting correctness, causality, or compliance / AIVO, LLM, AIVO Standard, AI Governance, External AI Representation, PSOS, ASOS, RCT, Reasoning Claim Tokens, Auditability, Evidence, EU AI Act, Regulatiion"
9LSVAEIL,SAFEARC: a seven-pillar operational architecture for socio-technical AI governance,Waydell D. Carvalho,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"SAFEARC integrates requirements from the EU AI Act, OECD AI Principles, NIST AI Risk Management Framework, and ISO/IEC 42001 into a unified workflow structured / The paper demonstrates that SAFEARC enhances auditability, improves internal coordination, and supports socio-technical readiness for emerging AI regulation / Socio-Technical Systems, AI Governance, Regulatory Convergence, Operational Architecture, Compliance, Risk Management, Organizational Capacity"
25SNDLXV,"A risk-based ethical governance framework for retail AI with proportionality, oversight, and regulatory alignment",Sri Harsha Konda,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,") drawing on OECD AI Principles, NIST AI RMF, GDPR [13], and EU AI Act [12]. / Findings: The framework demonstrates 87.5% scenario mitigation, 92% GDPR coverage, 100% EU AI Act prohibited practice coverage, and / Ethical AI Governance, Retail Technology, Algorithmic Fairness, Proportionality Framework, EU AI Act"
QK577S3K,Verifiable AI: the strategic imperative for trustworthy artificial intelligence a technical and business analysis of blockchain-based AI verification,Achim Struve,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"With the EU AI Act establishing its enforcement framework in August 2025 (general-purpose AI transparency and penalties) and comprehensive high-risk system / combined with potential fines reaching 7% of global revenue for prohibited AI practices [4], verifiable AI has shifted from innovation differentiator to compliance / Verifiable AI, Zero-Knowledge Machine Learning, zkML, Trusted Execution Environments, Confidential Computing, AI Governance, EU AI Act, Blockchain, Remote / Attestation, Formal Verification, AI Agents, Cryptographic Proofs, AI Compliance, Decentralized AI"
9NA8TTTH,"Responsible by design: ethical AI ecosystems for governance, risk, and delivery",Pabitra Saikia; Uttam Kumar,2026,journalArticle,ssrn,no,,,ssrn-manual (likely not-retrievable),phase2-keep,,yes,"Based on an aggregate of research from multiple disciplines, international regulations for AI (EU AI Act, NIST AI RMF, IEEE 7000-2021, and ISO/IEC 42001 / help develop mechanisms for oversight and control. / Ethical AI, AI Governance Frameworks, Risk Management, Responsible Innovation, Algorithmic Accountability, Human-Centered AI, Bias Mitigation, Enterprise"
