item_key,decision,category,title,authors,year,url,rationale,abstract,human,human_decision,chatgpt,chatgpt_decision,chatgpt_batch,gemini,gemini_decision,gemini_batch
2WWU3WZT,maybe,,Authorbots,Derek E. Bambauer; Mihai Surdeanu,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4443714,"Addresses legal liability for AI-generated content (tort/defamation), which is adjacent to the responsibility gap and legal accountability frameworks relevant to AI governance, though not specifically about code generation or organizational oversight.",", or similar generative pre-trained transformers, could face liability for tort claims such as defamation or false light. / Users of those services, though, may be at greater legal risk than is commonly believed. / AI, algorithm, artificial intelligence, ChatGPT, defamation, liability, libel, machine learning, OpenAI, Section 230, software, tort",FALSE,,FALSE,,,FALSE,,
UVTPWMM2,discard,FinanceTrading,Assessing ChatGPT’s proficiency in quantitative risk management,Marius Hofert,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4444104,"Paper tests ChatGPT's knowledge of actuarial/quantitative risk management concepts with no governance, oversight, or AI adoption angle.","We engage in a scholarly discussion with artificial intelligence chatbot ChatGPT on concepts in quantitative risk management important for actuarial practice / We investigate the extent to which ChatGPT can grasp concepts from the realm of risk, risk measures, time series, extremes and dependence. / ChatGPT, quantitative risk management, risk, risk measures, time series, extremes, dependence",FALSE,,FALSE,,,FALSE,,
4HVPI6XU,keep,,"Governance of the AI, by the AI, and for the AI",Andrew W. Torrance; Bill Tomlinson,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4437646,"Directly addresses AI governance frameworks and the human-AI governance relationship, highly relevant to oversight and accountability themes central to the SLR.","The article addresses two main aspects of this relationship: the governance of AI by humanity, and the governance of humanity by AI. / The approach we have taken is itself informed by AI, as this article was written collaboratively by the authors and ChatGPT. / law, technology, artificial intelligence, governance",FALSE,,FALSE,,,FALSE,,
S5772XZX,keep,,Negligent AI speech: some thoughts about duty,Jane R. Bambauer,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4432822,"Directly addresses legal liability and duty-of-care for AI outputs, which maps onto the responsibility gap and accountability frameworks central to the SLR.","And how should the existence of these programs affect liability between other individuals? / I will explore a few hypotheticals that are likely to arise frequently, and then plot out the analogies that courts may make to existing liability rules / AI, ChatGPT, negligence, duty, common law, private law",FALSE,,FALSE,,,FALSE,,
A2TW9WDF,maybe,FinanceTrading,ChatGPT and generative AI: the new barbarians at the gate,David Krause,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4447526,"Finance-domain but explicitly addresses AI governance, responsible AI usage, and human oversight in the context of AI adoption — transferable governance angle warrants human review.","The integration of artificial intelligence (AI) in financial analysis is transforming the industry, enabling advanced data analysis, risk assessment, portfolio / regulatory considerations associated with AI adoption in financial analysis are also addressed, emphasizing the need for responsible AI usage and human oversight",FALSE,,FALSE,,,FALSE,,
MYYX4MQC,discard,AISciWriting,Correlation pitfalls with ChatGPT: would you fall for them?,Marius Hofert,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4448522,"Paper is about using ChatGPT as a learning/teaching aid for statistics concepts, with no governance, oversight, or code-generation angle.","This paper presents an intellectual exchange with ChatGPT, an artificial intelligence chatbot, about correlation pitfalls in risk management. / Nonetheless, we suggest ways in which ChatGPT can be utilized to enhance the learning process. / ChatGPT, correlation, dependence, pitfalls",FALSE,,TRUE,maybe,6,FALSE,,
2C86J2JD,maybe,,A multidimensional approach towards addressing existing and emerging challenges in the use of ChatGPT,Muhammad Salar Khan,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4440618,"Covers regulatory oversight, public participation, and ethical governance of LLM tools — transferable governance/oversight angle, though the focus is on ChatGPT broadly rather than code generation or organizational risk specifically.","multidimensional approach featuring three essential components: expert supervision of the tool, public participation in its development, and regulatory oversight / The adoption of this approach stands to promote the ethical and secure use of ChatGPT. / ChatGPT; Artificial Intelligence; AI; Ethic; Policy; Challenges",FALSE,,TRUE,keep,3,FALSE,,
EKGBLG4F,discard,FinanceTrading,A rumsfeldian framework for understanding how to employ generative AI models for financial analysis,David Krause,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4455916,"Focuses on applying generative AI models to financial analysis with risk mitigation framed narrowly around financial services accuracy, not organizational governance, oversight scalability, or AI risk management frameworks.","The paper discusses the strengths and weaknesses of popular AI models, such as ChatGPT, Bard AI, and Bing AI, and their potential impact on financial analysis / artificial intelligence, Rumsfeldian framework, financial services, risk mitigation, financial analysis",FALSE,,FALSE,,,FALSE,,
JQ7A8789,maybe,,Exploring ethical implications of ChatGPT and other AI chatbots and regulation of disinformation propagation,Glorin Sebastian; Sr. Shaliet Rose Sebastian,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4461801,"Covers AI governance and regulation of AI-generated disinformation, which has transferable governance/oversight frameworks relevant to managing AI-generated content at scale, though not specifically about code generation.","Chatbots, driven by artificial intelligence (AI) such as ChatGPT, are playing an increasingly pivotal role in the digital age and are disrupting numerous / Given the capacity of these systems to generate text that closely mimics human conversation based on their training data, there is a significant risk of / Ethical AI, Algorithmic Fairness, ChatGPT, Disinformation, AI Governance, Deep Fakes",FALSE,,FALSE,,,FALSE,,
XQX8GR8R,discard,K12pedagogy,Bloomberg equity screening (EQS) exercise: environmental social governance (ESG) investing,Timothy Falcon Crack,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4452854,"This is a classroom exercise on Bloomberg Terminal ESG investing with no AI governance or oversight angle; the ChatGPT mention is only about academic integrity, not AI risk management.","I show you how to use the Bloomberg Professional Service (i.e., the “Bloomberg Terminal”) to execute an Environmental Social Governance (ESG) investing / This hands-on Bloomberg exercise is naturally ChatGPT-proof, by construction. / Bloomberg Professional Service, Bloomberg Terminal, Environmental Social Governance (ESG) investing, Equity Screens, EQS function, Bond Screens / , SRCH function, Green Bonds, ChatGPT",TRUE,discard,FALSE,discard,,TRUE,keep,5
2EIIZ3DC,discard,ClinicalNarrow,Benchmarking ChatGPT-4 on ACR radiation oncology In-training (TXIT) exam and red journal gray zone cases: potentials and challenges for AI-assisted medical education and decision making in radiation oncology,Yixing Huang; Ahmed Gomaa; Sabine Semrau; Marlen Haderlein; Sebastian Lettmaier,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4457218,"Benchmarking LLM performance on a radiation oncology exam with no governance, oversight, or risk management angle.","For the TXIT exam, ChatGPT-3.5 and ChatGPT-4 have achieved the scores of 63.65% and 74.57%, respectively, highlighting the advantage of the latest ChatGPT / Because of the risk of hallucination, facts provided by ChatGPT always need to be verified. / ChatGPT, Large language model, Radiation Oncology, Artificial Intelligence, Decision making, Gray zone, Benchmark",FALSE,,FALSE,,,FALSE,,
LAA46RYX,discard,AISciWriting,ChatGPT and copyright concerns,S. M. Aamir Ali,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4456832,"Focuses on plagiarism and copyright in academic writing contexts, not on AI-generated code oversight, governance frameworks, or scalable human control.","While ChatGPT’s remarkable capabilities have been widely discussed, its liability for academic malpractices such as plagiarism remains a blind spot. / ChatGPT, Plagiarism, Copyright, Academia",FALSE,,FALSE,,,FALSE,,
XK5IZ5JR,maybe,,Framing online speech governance As an algorithmic accountability issue,Mehtab Khan,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4461532,"Addresses algorithmic accountability and AI-generated content governance on platforms, which has transferable relevance to oversight frameworks for AI-generated outputs at scale.","Moreover, information on the internet is no longer simply generated by users, but also by sophisticated language tools like ChatGPT, that are going to / pose a challenge to speech governance.",FALSE,,FALSE,,,FALSE,,
Z9Q83E4N,maybe,,Why lawyers must responsibly embrace generative ai,Natalie Pierce; Stephanie Goutos,2023,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4477704,"Focuses on AI risk management and governance in legal practice, which has transferable oversight/compliance frameworks, but domain is legal profession rather than code generation or software development contexts.","The release of OpenAI’s ChatGPT at the end of 2022 triggered a global artificial intelligence ( / The release of OpenAI’s ChatGPT at the end of 2022 triggered a global artificial intelligence ( / Our discussion extends to strategies for effective risk management and legal compliance, emphasizing the challenges associated with adopting GenAI while / AI, artificial intelligence, legal industry, law firms, innovation, legal technology, attorneys, legal profession, generative artificial intelligence, chatgpt / , risk management in AI, AI risks, legal efficiency, legal ethics, law firm innovation, AI governance, legal training, LLM, legalethics, ethics, risks,",FALSE,,TRUE,keep,8,FALSE,,
