item_key,decision,confidence,rationale
HPHSE9NG,discard,high,Workflow automation in media/entertainment — domain-specific with no transferable code governance mechanism
A2TW9WDF,discard,high,AI adoption in financial analysis with human oversight mentioned — financial domain without software engineering governance angle
UHM5YKR2,discard,high,Copyright law analysis of AI-generated visual art — creative content copyright with no code angle
3L726FGD,discard,high,EU AI Act analysis focused exclusively on deepfake classification as synthetic media — no software or code connection
9PT9JZD8,discard,high,Capital markets AI regulation and financial governance — domain-specific without software engineering angle
TEDU68CQ,discard,medium,Infrastructure for governing autonomous economic action — economic systems context without clear connection to software development governance
BZ9MF8AF,discard,high,General AI ethics principles with no operational mechanism specific to software engineering contexts
G6B6Z2WY,discard,high,Abstract cybernetic invariant framework with no operational mechanism for software engineering governance
5Q4G4CQB,keep,high,"Empirical study with quantified metrics (30% fewer integration failures, 40% faster deployment) on LLM-driven CI code review with explicit human supervision findings — directly operationalizable"
XDSFAFAS,discard,medium,"Gaming industry AI adoption case study — governance decisions around creator control and quality risks are domain-specific to game content, not software code governance"
3859ACST,keep,high,MUSSEL framework operationalizes LLM vulnerability repair with measurable precision improvements and reproducible methodology across CWE vulnerability classes
TLPSCSPI,discard,high,EU digital regulation (DMA) analysis without software development or code governance angle
2VXLXNSM,discard,high,AI governance in courts — judicial HITL domain is non-transferable to software engineering oversight
8DLWSSCX,discard,high,Copyright law analysis of AI training data without software or code angle
FFWFZF92,discard,medium,"Uses AI for static code analysis to check privacy policy compliance — contribution is privacy compliance auditing, not governance of AI-generated code"
5WSGCML4,discard,high,Copyright analysis of AI and derivative works — no code angle
IE92S5L8,discard,high,Cognitive biometrics and privacy framework for human cognition during AI development — privacy/IP angle without software governance mechanism
MDTMMWQY,keep,medium,"Directly targets bug pattern classification and mitigation strategies for AI-generated code, but PhD research abstract lacks full methodology to confirm operationalizable output"
FWFK2V9M,keep,medium,"Enterprise governance framework for responsible AI in low-code/no-code development addressing shadow IT, lifecycle management, and compliance with quantitative governance data"
EW9DTVQ9,discard,medium,Generic 4E AI governance model without software-specific operationalization or code governance mechanism
FCQ6424Q,discard,high,LLM citation hallucination study in academic reference contexts — no code generation or software governance angle
3U3EL7YY,keep,high,Empirical attack demonstrating LLM code auditor blindness (up to 96% success rate) — directly operationalizes the risk of relying solely on AI code review without human oversight
QQPV743B,discard,high,AI governance in African healthcare contexts — healthcare domain without software engineering angle
RC6U3J66,discard,high,General AI regulation innovation-vs-consumer-protection tradeoff analysis without operational mechanism for software engineering organizations
NIP9L868,discard,high,Algorithmic accountability in black-box medical AI — healthcare domain without transferable governance mechanism
TJH7QFAX,keep,high,CodeHealth metric empirically linked to AI refactoring reliability — operationalizable signal for targeting human oversight where AI code intervention risk is higher
8IQR9PNB,keep,high,"Controlled study of coding agent vs. copilot developer interactions with empirical findings on oversight challenges, workflow shifts, and agent behavior comprehension gaps"
