item_key,title,sources,decisions,queue_only_in,superseded,superseded_collections,current_tags,tags_to_add,all_desired_tags
DBA6R6A3,Leveraging machine learning for enhanced bug triaging in open-source software projects,ieee,ieee:keep,,,,Accuracy|Bug triaging|Computer bugs|Data models|Machine learning|Machine learning algorithms|Manuals|Measurement|Open source software|Predictive models|Software development management|model evaluation metrics|multi-label classification|natural language processing (NLP),s1:human:keep|source:ieee,s1:human:keep|source:ieee
CNGP5KBB,LAURA: enhancing code review generation with context-enriched retrieval-augmented LLM,ieee,ieee:keep,,,,Code Review Generation|Codes|Complexity theory|Context-aware|LLMs|Large language models|Neural machine translation|Review Exemplar Retrieval|Reviews|Software engineering|Software quality|Systematics,s1:human:keep|source:ieee,s1:human:keep|source:ieee
3TAIDUKC,Large language models in source code static analysis,ieee,ieee:keep,,,,Codes|Computer languages|Conferences|Documentation|LLM|Large language models|Source coding|Static analysis|static code analysis|vulnerabilities detection,s1:human:keep|source:ieee,s1:human:keep|source:ieee
VYRFCCU8,Large language models for vulnerability detection in static code analysis: a survey,ieee,ieee:keep,,,,Adaptation models|Analytical models|Benchmark testing|Codes|Computer architecture|Large language models|Robustness|Security|Static analysis|Surveys|code auditing|large language models|source code vulnerability|vulnerability detection,s1:human:keep|source:ieee,s1:human:keep|source:ieee
U7KVI9E2,"Large language models and simple, stupid bugs",ieee,ieee:keep,,,,Codes|Computer bugs|Production|Programming|Software|Training|Writing|deep learning|language models|prompting|software engineering,s1:human:keep|source:ieee,s1:human:keep|source:ieee
J2G46JPM,Just another copy and paste? Comparing the security vulnerabilities of ChatGPT generated code and StackOverflow answers,ieee,ieee:keep,,,,Chatbots|Code Generation|Codes|Empirical Study|Generative AI|Java|Large Language Models|Market research|Privacy|Software Engineering Security|Software Supply Chain|Supply chains,s1:human:keep|source:ieee,s1:human:keep|source:ieee
7VSWYP64,Jigsaw: large language models meet program synthesis,ieee,ieee:keep,,,,Analytical models|Buildings|Codes|Machine Learning|Natural languages|Productivity|Program Synthesis|Semantics|Syntactics,s1:human:keep|source:ieee,s1:human:keep|source:ieee
D84PYEZM,"Invisible risks, visible code: a vision for understanding ethical debt in AI-based coding",ieee,ieee:keep,,,,AI-based coding assistants|Artificial intelligence|Codes|Encoding|Ethics|Law|Software development management|Software engineering|Software measurement|Technological innovation|Uncertainty|ethical debt|ethical debt dimensions,s1:human:keep|source:ieee,s1:human:keep|source:ieee
Y9G3DA92,Is GitHub copilot a substitute for human pair-programming? An empirical study,ieee,ieee:keep,,,,AI|Codes|Collaboration|Copilot|GitHub|Navigation|Productivity|Programming|Social computing|Software Development|Software development management,s1:human:keep|source:ieee,s1:human:keep|source:ieee
Q7XTKJLZ,"Is this you, LLM? Recognizing AI-written programs with multilingual code stylometry",ieee,ieee:keep,,,,AI detection|Codes|Computer languages|Multilingual|Security|Software|Software development management|Source coding|Training|Transformers|Translation|code generation|code stylometry|data provenance|deep learning|large language models,s1:human:keep|source:ieee,s1:human:keep|source:ieee
ZK3DSYDX,IntelliUnitGen: a unit test case generation framework based on the integration of static analysis and prompt learning,ieee,ieee:keep,,,,Analytical models|Codes|Cognition|Logic|Semantics|Software engineering|Source coding|Static analysis|Test pattern generators|Testing|automated software engineering|chain-of-thought prompting|large language models|prompt learning|source code processing|static analysis|unit test case generation,s1:human:keep|source:ieee,s1:human:keep|source:ieee
J8FP9HT5,Interactions with generative AI: wearables to measure developer experience and productivity objectively,ieee,ieee:keep,,,,Codes|Cognitive load|Current measurement|Generative AI|Productivity|Real-time systems|Software engineering|Software measurement|Wearable devices|Wearable sensors|cognitive load|developer experience|productivity|psychophysiology|real-life setting|software engineering|wearables|well-being,s1:human:keep|source:ieee,s1:human:keep|source:ieee
A7PJTYNA,Investigating the impact of AI-assisted tools on software practitioner well-being,ieee|scopus,ieee:keep|scopus:keep,,,,ChatGPT|Chatbots|Cognitive overload|Computer aided software engineering|Emotional stress|Employment|Ethics|Interviews|Job demands|Language model|Large language model|Large language models|Mental health|Productivity|Productivity gain|Software|Software design|Software development management|Software practitioners|Surveys|Visualization|Well being|large language models|mental health|productivity|well-being,s1:human:keep|source:ieee|source:scopus,s1:human:keep|source:ieee|source:scopus
Y4F9T9UD,Intelligent software project management: a novel approach to risk analysis and resource allocation,ieee,ieee:keep,,,,Agile Methodologies|Anomaly Detection|Anomaly detection|Artificial Intelligence|Benchmark testing|Decision making|Machine Learning|Natural Language Processing|Natural language processing|Project management|Reinforcement Learning|Reinforcement learning|Resource Allocation|Resource management|Risk Analysis|Risk management|Software|Software Project Management|Supervised learning,s1:human:keep|source:ieee,s1:human:keep|source:ieee
A4DHCSII,Integrating RAG and LLM for automated code review in practice,ieee,ieee:keep,,,,Accuracy|Code Review|Codes|Knowledge based systems|Large Language Model|Large language models|Outsourcing|Retrieval augmented generation|Retrieval-Augmented Generation|Reviews|Technological innovation|Testing|Training,s1:human:keep|source:ieee,s1:human:keep|source:ieee
D93DVDLG,Impact of an LLM-based review assistant in practice: a mixed open-/closed-source case study,ieee,ieee:keep,,,,Case study|Chatbots|Codes|Large Language Models|Large language models|Measurement|Organizations|Prompt engineering|Retrieval augmented generation|Review automation|Review comment generation|Reviews|Standards organizations|Surveys,s1:human:keep|source:ieee,s1:human:keep|source:ieee
XKJAWAJ5,Integrating visual aids to enhance the code reviewer selection process,ieee,ieee:keep,,,,Code Review|Codes|Collaboration|Developer Workload|Manuals|Measurement|Network Visualization|Reviewer Recommendation|Software Maintenance|Software maintenance|Surveys|Visualization,s1:human:keep|source:ieee,s1:human:keep|source:ieee
VZ27QUPQ,Identifying and mitigating API misuse in large language models,ieee,ieee:keep,,,,/unread|API misuse|Code generation|Codes|Java|Large language models|Libraries|Maintenance engineering|Manuals|Programming|Python|Software development management|Taxonomy|automatic program repair|empirical software engineering|large language model,s1:human:keep|source:ieee,s1:human:keep|source:ieee
SHFHRTUL,iCodeReviewer: improving secure code review with mixture of prompts,ieee,ieee:keep,,,,Codes|Companies|Heuristic algorithms|Location awareness|Manuals|Production|Reviews|Security|Software|Static analysis|code review|large language model|mixture of prompts|security|static analysis,s1:human:keep|source:ieee,s1:human:keep|source:ieee
MQ5KZQTX,Human and machine: how software engineers perceive and engage with AI-assisted code reviews compared to their peers,ieee,ieee:keep,,,,Code Review|Codes|Cognitive load|Collaboration|Encoding|Human-AI collaboration|LLM-supported software engineering|Large Language Models|Large language models|Navigation|Regulation|Reviews|Software|Software engineering,s1:human:keep|source:ieee,s1:human:keep|source:ieee
49IHA2L9,How secure is AI-based coding?: a security analysis using STRIDE and data flow diagrams,ieee,ieee:keep,,,,AI-based coding|Analytical models|ChatGPT|Chatbots|Copilot|Data Flow Diagram|Data models|Encoding|Organizations|Security|Systematics|Threat Model|Threat modeling,s1:human:keep|source:ieee,s1:human:keep|source:ieee
25RCNRY9,Human-AI collaboration in software engineering: lessons learned from a hands-on workshop,acm|ieee|scopus,acm:keep|ieee:keep|scopus:keep,,yes,04-Superseded,ChatGPT|Chatbots|Code optimization|Codegeneration|Collaboration|Computer aided software engineering|Conferences|Empirical Investigation|Empirical investigation|Engineering tasks|Generative AI|Human oversight|Problem-solving|Professional software engineers|Resource management|Security|Software|Software Engineering|Thematic analysis|Workshop|empirical investigation|generative AI|software engineering|workshop,s1:human:keep|source:acm|source:ieee|source:scopus,s1:human:keep|source:acm|source:ieee|source:scopus
VJ5ETQTG,How software development professionals perceive the use of code reviewer recommendation systems,ieee,ieee:keep,,,,Artificial intelligence|Code review|Codes|Complexity theory|Organizations|Recommender systems|Reviews|Software|Software development management|Surveys|Systems engineering and theory|code reviewer|code reviewer recommendation systems|software project members|survey,s1:human:keep|source:ieee,s1:human:keep|source:ieee
CI93QRUH,HiLDE: intentional code generation via human-in-the-loop decoding,ieee|scopus,ieee:keep|scopus:keep,,,,/unread|AI Programming Assistants|AI programming assistant|Artificial intelligence|Behavioral research|Code completions|Codegeneration|Codes|Codes (symbols)|Computer aided software engineering|Computer systems programming|Decision-making process|Decoding|Human in the loop|Human-AI Collaboration|Human-AI collaboration|Human-in-the-loop|Index Terms-Human-AI Collaboration|Indexes|Industrial management|Productivity|Program Synthesis|Program compilers|Program synthesis|Programming|Programming tools|Security|Software|Software Security|Software security|Turn offs|Visualization,s1:human:keep|source:ieee|source:scopus,s1:human:keep|source:ieee|source:scopus
73ZSD8IX,How does ChatGPT make assumptions when creating erroneous programs?,ieee,ieee:keep,,,,/unread|Analytical models|Chatbots|Codes|Large language models|Logic|Python|Security|Software|Software development management|Software engineering|assumptions|code generation|llm,s1:human:keep|source:ieee,s1:human:keep|source:ieee
3859ACST,Hit the bullseye on the first shot: improving LLMs using multi-sample self-reward feedback for vulnerability repair,ieee,ieee:keep,,,,/unread|Accuracy|Graphics processing units|Large Language Models|Large language models|Learning systems|Maintenance engineering|Memory management|Security|Software|Software engineering|Training|Vulnerability Repair,s1:human:keep|source:ieee,s1:human:keep|source:ieee
NLU442CT,Harnessing large language models for curated code reviews,ieee,ieee:keep,,,,Accuracy|Code review|Codes|Large language models|Pipelines|Predictive models|Reviews|Software engineering|Software maintenance|Training|Training data|empirical software engineering|large language models|software maintenance,s1:human:keep|source:ieee,s1:human:keep|source:ieee
WJ3F3AKV,Heterogeneous graph learning for code reviewers recommendation with LLM's understanding,ieee,ieee:keep,,,,Code Review Recommendation|Codes|Graph Neural Network|Graph neural networks|Heterogeneous Graph|Large Language Model|Large language models|Modern Code Review|Quality assurance|Reviews|Scalability|Semantics|Software|Software development management|Source coding,s1:human:keep|source:ieee,s1:human:keep|source:ieee
